comment,hospital,star,rating,sentiment,cleaned_comment
"Mình được trải nghiệm đi khám bệnh ở cơ sở Bệnh viện ĐKTN Hà Thành đội ngũ cán bộ y tế đã khám cho tôi rất kỹ, nhiệt tình thân thiện, tôi cảm thấy rất yên tâm và hài lòng, tin tưởng . Tôi  sẽ khám thường xuyên ở cơ sở này .... thật tuyệt vời !!!!",Bệnh viện Đa khoa Hà Thành,5 sao,"2,8",Tốt,"mình được trải nghiệm đi khám bệnh ở cơ sở bệnh viện đktn hà thành đội ngũ cán bộ y tế đã khám cho tôi rất kỹ, nhiệt tình thân thiện, tôi cảm thấy rất yên tâm và hài lòng, tin tưởng . tôi  sẽ khám thường xuyên ở cơ sở này .... thật tuyệt vời !!!!"
"Bệnh viện sạch sẽ, tuy nhiên bác sĩ chưa thật sự có tâm. Tư vấn thiên nhiều về thương mại hoá hơn là nghĩ đến tài chính của bệnh nhân.  Mình khám ung thư cổ tử cung ở đây, trang thiết bị chưa đầy đủ nên chỉ lấy mẫu test rồi  phải chuyển vào …",Bệnh viện Bình Định,1 sao,"2,9",Tệ,"bệnh viện sạch sẽ, tuyến nhiên bác sĩ chưa thật sự có tâm. tư vấn thiên nhiều về thương mại hoá hơn là nghĩ đến tài chính của bệnh nhân.  mình khám ung thư cổ tử cung ở đây, trang thiết bị chưa đầy đủ nên chỉ lấy mẫu kiểm tra rồi  phải chuyển vào …"
"Đường mới mở nên thuận tiện đi lại hơn. Tuy nhiên, lưu lượng xe đông đúc.",Viện Y học Phòng không - Không quân,4 sao,"3,7",Tốt,"đường mới mở nên thuận tiện đi lại hơn. tuyến nhiên, lưu lượng xe đông đúc."
Tuyệt vời !,Phòng Công tác xã hội - Bệnh viện Chợ Rẫy,5 sao,"4,7",Tốt,tuyệt vời !
Tôi Thật Sự Rất Xúc Động Khi Có Những Người Bác Sĩ Như Thế Này Rất Tận Tâm Với Khách Hàng Đặc Biệt Còn Rất Chu Đáo,Phòng Khám Đa Khoa Thanh Hóa,5 sao,"4,6",Tốt,tôi thật sự rất xúc động khi có những người bác sĩ như thế này rất tận tâm với khách hàng đặc biệt còn rất chu đáo
"Bệnh viện có  không gian khám chữa bệnh sạch sẽ, thoải mái, tạo cảm giác an tâm cho bệnh nhân khi đến thăm khám. Dịch vụ tư vấn tận tình về cách chăm sóc mắt, phòng ngừa các bệnh lý mắt❤️",Bệnh viện Mắt Sài Gòn Đà Lạt,5 sao,"4,6",Tốt,"bệnh viện có  không gian khám chữa bệnh sạch sẽ, thoải mái, tạo cảm giác an tâm cho bệnh nhân khi đến thăm khám. dịch vụ tư vấn tận tình về cách chăm sóc mắt, phòng ngừa các bệnh lý mắtyêu️"
"Lương y như từ mẫu chỉ đúng trên lý thuyết hoặc chỉ có 1% lương y như từ mẫu thôi . Thái độ các cô y tá thật tệ mọi người ạ. Con em nhập viện bị ói mửa đau bụng đêm hôm trước  với dự đoán viêm ruột ,sáng hôm sau 8h bsi tới khám thì nói cháu …",Bệnh viện Đa khoa Thành Phố Quy Nhơn,1 sao,"2,8",Tệ,"lương y như từ mẫu chỉ đúng trên lý thuyết hoặc chỉ có 1% lương y như từ mẫu thôi . thái độ các cô y tá thật tệ mọi người ạ. con em nhập viện bị ói mửa đau bụng đêm hôm trước  với dự đoán viêm ruột ,sáng hôm sau 8h bsi tới khám thì nói cháu …"
Phòng khám sạch sẽ. Rộng rãi. Bác sĩ siêu âm kĩ và nhiệt tình lắm. Mình rất yên tâm khi đến bác khám,PHÒNG KHÁM SIÊU ÂM - SẢN PHỤ KHOA 119 LÊ DUẨN (BS THI),5 sao,"5,0",Tốt,phòng khám sạch sẽ. rộng rãi. bác sĩ siêu âm kĩ và nhiệt tình lắm. mình rất yên tâm khi đến bác khám
"chi phí khám hợp lý, không phải đợi lâu, điều trị có tâm",Phòng Khám Đa Khoa Thanh Hóa,5 sao,"4,6",Tốt,"chi phí khám hợp lý, không phải đợi lâu, điều trị có tâm"
"Tất cả mọi người có thẻ bảo hiểm y tế đều có quyền đến khám chữa bệnh diện bảo hiểm y tế tại bệnh viện Giao thông vận tải Huế,  không cần xuất trình giấy chuyển tuyến, chỉ cần xuất trình thẻ bảo hiểm y tế và giấy tờ tùy thân có ảnh. …",Bệnh Viện Giao Thông Vận Tải Huế,5 sao,"3,6",Tốt,"tất cả mọi người có thẻ bảo hiểm y tế đều có quyền đến khám chữa bệnh diện bảo hiểm y tế tại bệnh viện giao thông vận tải huế,  không cần xuất trình giấy chuyển tuyến, chỉ cần xuất trình thẻ bảo hiểm y tế và giấy tờ tùy thân có ảnh. …"
"không chấp nhận được thái độ điều dưỡng ở đây,cả người phát cơm nữa biết là mệt nhưng chúng tôi có bệnh tật đi thì phải chấp nhận ở mà cũng mất tiền bỏ ra thì phải xứng chứ đây thái độ không thể ngửi nổi,câng câng nói chuyện với người …",Bệnh viện Bưu Điện,1 sao,"2,5",Tệ,"không chấp nhận được thái độ điều dưỡng ở đây,cả người phát cơm nữa biết là mệt nhưng chúng tôi có bệnh tật đi thì phải chấp nhận ở mà cũng mất tiền bỏ ra thì phải xứng chứ đây thái độ không thể ngửi nổi,câng câng nói chuyện với người …"
"Cơ sở chật chội, khám dịch vụ sức khoẻ lâu la, mất thời gian, ko chuyên nghiệp",Bệnh Viện Đa Khoa Hòe Nhai,2 sao,"3,5",Tệ,"cơ sở chật trội, khám dịch vụ sức khỏe lâu là, mất thời gian, không chuyên nghiệp"
"4h đến đã k có ai trực r 😞😞😞, bảo chờ, đến 4h30 thì báo hết giờ r, k ai làm nữa 🤣🤣🤣 …",Bệnh Viện Công An Thành Phố Hà Nội,1 sao,"3,9",Tệ,"4h đến đã không có ai trực rồi😞😞😞, bảo chờ, đến 4h30 thì báo hết giờ r, không ai làm nữa 🤣🤣🤣 …"
"Dịch vụ tốt, trang thiết bị hiện đại!",BV Răng Hàm Mặt Huế,5 sao,"4,2",Tốt,"dịch vụ tốt, trang thiết bị hiện đại!"
Hai mươi năm mới có dịp quay lại đây ( thăm bệnh ) BV qui mô khám chữa bệnh ngày càng lớn.. với nhiều khoa mới … bên ngoài Cổng có vẻ rộng bao thoáng hơn xưa…. bên trong thì người bệnh cũng ngày càng nhiều … hành lang phòng chờ luôn đông …,Bệnh viện Nhân dân Gia Định,4 sao,"3,3",Tốt,hai mươi năm mới có dịp quay lại đây ( thăm bệnh ) bệnh viện qui mô khám chữa bệnh ngày càng lớn.. với nhiều khoa mới … bên ngoài cổng có vẻ rộng bao thoáng hơn xưa…. bên truyền thì người bệnh cũng ngày càng nhiều … hành lang phòng chờ luôn đông …
Tôi làm xong còn giới thiệu bạn đến làm xét nghiệm ADN. Trung tâm uy tín,Trung tâm Phòng chống Bệnh xã hội tỉnh Quảng Bình,5 sao,"4,8",Tốt,tôi làm xong còn giới thiệu bạn đến làm xét nghiệm adn. trung tâm uy tín
"Khoa cấp cứu có 3 người y tá nữ thì hết 2ng nói chuyện rất thô lỗ, và mình xin lỗi nha… nói thẳng là mất dạy nha (những bs nam, y tá nam thì nch bth, dth) Nói chuyện với bệnh nhân và người nhà bệnh nhân thì vênh váo, nch lớn tiếng, ủa tui …",Bệnh viện quận 4,1 sao,"2,5",Tệ,"khoa cấp cứu có 3 người y tá nữ thì hết 2ng nói chuyện rất thô lỗ, và mình xin lỗi nha… nói thẳng là mất dạy nha (những bác sĩ nam, y tá nam thì nói chung bình thường, dth) nói chuyện với bệnh nhân và người nhà bệnh nhân thì vênh váo, nói chung lớn tiếng, ủa tui …"
"Trước tiên, tôi xin gửi lời cảm ơn chân thành đến Quý Ban Giám đốc và đội ngũ y bác sĩ vì đã dành thời gian lắng nghe về những góp ý, nguyện vọng của chúng tôi. Việc lắng nghe và thấu hiểu ý kiến từ phía người dân là một bước đi vô cùng …",Bệnh viện Đa khoa Tỉnh Bình Thuận,5 sao,"2,5",Tốt,"trước tiên, tôi xin gửi lời cảm ơn chân thành đến quý ban giám đốc và đội ngũ y bác sĩ vì đã dành thời gian lắng nghe về những góp ý, nguyện vọng của chúng tôi. việc lắng nghe và thấu hiểu ý kiến từ phía người dân là một bước đi vô cùng …"
đôi ngu bác sĩ ko nhiệt tình còn làm khó bệnh nhân,Bệnh viện Đa khoa Khu vực Tây Bắc GENERAL HOSPITAL,1 sao,"3,2",Tệ,đôi ngu bác sĩ không nhiệt tình còn làm khó bệnh nhân
"Nhân viên tiếp đón, hướng dẫn chu đáo, phòng khám rộng rãi, sạch sẽ, máy móc chụp CT hình ảnh rõ nét, đầy đủ xét nghiệm mình cần. Bác sĩ giành thời gian hỏi khám, lắng nghe người bệnh, người nhà đi cùng để giải thích hiểu dể dàng, nắm rõ tình hình bệnh và thuốc uống chi tiết.",Phòng Khám Đa Khoa Medic,5 sao,"3,1",Tốt,"nhân viên tiếp đón, hướng dẫn chu đáo, phòng khám rộng rãi, sạch sẽ, máy móc chụp chữa trị hình ảnh rõ nét, đầy đủ xét nghiệm mình cần. bác sĩ giành thời gian hỏi khám, lắng nghe người bệnh, người nhà đi cùng để giải thích hiểu dễ dàng, nắm rõ tình hình bệnh và thuốc uống chi tiết."
Bác sĩ gì vừa bấm zalo vừa nói chuyện nhân viên xong quay qua nói chuyện như chửi khách hàng. Tức quá không thèm khám đi về luôn. Tính mình siêu dễ mà chịu không nổi là hiểu rồi,Phòng Khám Đa Khoa Sài Gòn Vũng Tàu,1 sao,"2,8",Tệ,bác sĩ gì vừa bấm zalo vừa nói chuyện nhân viên xong quay qua nói chuyện như chửi khách hàng. tức quá không thèm khám đi về luôn. tính mình siêu dễ mà chịu không nổi là hiểu rồi
"Bênh viện còn khá mới, nhân viên tận tình nhẹ nhàng. Nhưng điều quan trong nhất là bác sỹ trẻ nhiều quá, bác sỹ thực hành nhưng lại không có thạc sỹ bác sỹ hay bác sỹ ckII phụ trách chính. Bác sỹ trẻ thăm khám trực tiếp rất thiếu kinh nghiệm, phải có bác sỹ phụ trách khoa kèm cặp và ra quyết định.",Bệnh viện Đa khoa Yersin Nha Trang,3 sao,"4,3",Trung tính,"bênh viện còn khá mới, nhân viên tận tình nhẹ nhàng. nhưng điều quan truyền nhất là bác sỹ trẻ nhiều quá, bác sỹ thực hành nhưng lại không có thạc sỹ bác sỹ hay bác sỹ ckii phụ trách chính. bác sỹ trẻ thăm khám trực tiếp rất thiếu kinh nghiệm, phải có bác sỹ phụ trách khoa kèm cặp và ra quyết định."
"Vô cùng thất vọng với bệnh viện chuyên khoa về phổi.
1. Thanh toán: ưu tiên tiền mặt, không sử dụng được thẻ, còn chuyển khoản thì rất lâu, …",Bệnh Viện Phạm Ngọc Thạch,1 sao,"2,3",Tệ,"vô cùng thất vọng với bệnh viện chuyên khoa về phổi.
1. thanh toán: ưu tiên tiền mặt, không xử dụng được thẻ, còn chuyển khoản thì rất lâu, …"
"Bác sĩ,nhân viên coi trọng người vô mất tiền hơn người có bảo hiểm.Con tôi và Mẹ tôi từng vô đó 1 người đau dữ dội,1 người thì ngất xỉu,lũ vô nhân đạo đấy lại khám người mất tiền trước, đến lúc chửi cho lãnh đạo mới xuống xử lý",Bệnh Viện Đa Khoa Hồng Đức,1 sao,"3,2",Tệ,"bác sĩ,nhân viên coi trọng người vô mất tiền hơn người có bảo hiểm.con tôi và mẹ tôi từng vô đó 1 người đau dữ dội,1 người thì ngất xỉu,lũ vô nhân đạo đấy lại khám người mất tiền trước, đến lúc chửi cho lãnh đạo mới xuống xử lý"
Cảm ơn các bạn rất nhiệt tình giúp đỡ,Phòng Công tác xã hội - Bệnh viện Chợ Rẫy,5 sao,"4,7",Tốt,cảm ơn các bạn rất nhiệt tình giúp đỡ
"Bệnh viện mới xây, sạch đẹp, rộng rãi lắm nè.",Bệnh viện Ung bướu tỉnh Khánh Hòa,5 sao,"3,0",Tốt,"bệnh viện mới xây, sạch đẹp, rộng rãi lắm nè."
"Nhân viên khoa Sản BV Kiến An nhiệt tình, phòng sạch sẽ",Bệnh viện Kiến An,5 sao,"4,3",Tốt,"nhân viên khoa sản bệnh viện kiến an nhiệt tình, phòng sạch sẽ"
"Bảo vệ rất chi là lồi lõm, gửi xe kêu 5k, đưa 200k thối lại 180k kêu ko có tiền lẻ cho chú xin 20k, ủa ủa 20k ko đáng bao nhiêu nhưng rất không thích cách như vậy, có khi gửi xe miễn phí mình cho 10k là bình thường, mà này giống ăn chặn khách",Bệnh viện Gaya Việt Hàn,2 sao,"4,0",Tệ,"bảo vệ rất chi là lồi lõm, gửi xe kêu 5k, đưa 200k thối lại 180k kêu không có tiền lẻ cho chú xin 20k, ủa ủa 20k không đáng bao nhiêu nhưng rất không thích cách như vậyậy, có khi gửi xe miễn phí mình cho 10k là bình thường, mà này giống ăn chặn khách"
"Được bạn giới thiệu sang khám sk lái xe, thấy dịch vụ ổn, thủ tục nhanh chóng",Bệnh viện Đa khoa Hà Thành,5 sao,"2,8",Tốt,"được bạn giới thiệu sang khám sức khỏe lái xe, thấy dịch vụ ổn, thủ tục nhanh chóng"
"Bệnh viện sạch sẽ, nhân viên ân cần, nhiệt tình hướng dẫn",Bệnh Viện MEDIC Cà Mau,5 sao,"4,7",Tốt,"bệnh viện sạch sẽ, nhân viên ân cần, nhiệt tình hướng dẫn"
"Khu khám răng sạch sẽ,đội ngũ y tá nhiệt tình.",Bệnh Viện Đa Khoa Hòa Bình,4 sao,"3,3",Tốt,"khu khám răng sạch sẽ,đội ngũ y tá nhiệt tình."
Nhân viên cư xử thiếu tôn trọng người khám bệnh. Thái độ rất kém. Răng mình bị sâu thì ok mình nhận nhưng bs khám răng oang oang mắng  bảo đừng đổ lỗi cho bất cứ cái gì trong khi mình chưa hề phản ứng 1 câu nào. Mất tiền đi khám dịch vụ mà làm như đi xin ko bằng. Bs đấy tên là vũ thị hưởng thì phải 🤡🤡🤡 …,Bệnh viện Đa khoa Hà Thành,1 sao,"2,8",Tệ,nhân viên cư xử thiếu tôn trọng người khám bệnh. thái độ rất kém. răng mình bị sâu thì được mình nhận nhưng bác sĩ khám răng oang oang mắng  bảo đừng đổ lỗi cho bất cứ cái gì truyền khi mình chưa hề phản ứng 1 câu nào. mất tiền đi khám dịch vụ mà làm như đi xin không bằng. bác sĩ đấy tên là vũ thị hưởng thì phải 🤡🤡🤡 …
"Bác sĩ siêu âm  Nguyễn Ngọc Châu  coi thường bảo hiểm y tế khi đi khám tổng quát cho con trai 6 tuổi của tôi. Bác sĩ bảo “ cứ có bảo hiểm y tế là đi khám cho hết, mai mốt bệnh xuống không có tiền chữa bệnh” Chúng tôi được nhà nước khuyến …",Bệnh Viện Đa Khoa Hòa Bình,1 sao,"3,3",Tệ,"bác sĩ siêu âm  nguyễn ngọc khỏe  coi thường bảo hiểm y tế khi đi khám tổng quát cho con trai 6 tuổi của tôi. bác sĩ bảo “ cứ có bảo hiểm y tế là đi khám cho hết, mai mốt bệnh xuống không có tiền chữa bệnh” chúng tôi được nhà nước khuyến …"
"Bảo vệ bệnh viện ,vô khám bệnh sai dắt xe để chỗ này chỗ kia ko khác gì xin đậu xe ké, 2 bv ngồi nc cười cợt như 2 bà tám",Bệnh Viện Da Liễu Tỉnh Bình Thuận,1 sao,"3,3",Tệ,"bảo vệ bệnh viện ,vô khám bệnh sai dắt xe để chỗ này chỗ kia không khác gì xin đậu xe ké, 2 bệnh viện ngồi nói chuyện cười cợt như 2 bà tám"
"Bác sĩ khám đk
Nhưng khoản chi phí thì ko ổn
Khám bhxh thì nói thẻ thông tin ko chính xác ok nhưng ko nhắc nhở người khám là …",Phòng Khám Đa Khoa Việt Hàn,3 sao,"3,8",Trung tính,"bác sĩ khám đk
nhưng khoản chi phí thì không ổn
khám bhxh thì nói thẻ thông tin không chính xác được nhưng không nhắc nhở người khám là …"
Owen con cuông,Bệnh viện Đa khoa khu vực Tây Nam Nghệ An,5 sao,"3,4",Tốt,owen con cuông
1 tháng 1 lần Tường barber đồng hành cùng bệnh viện cắt tóc miễn phí cho tất cả y bác sỹ và các bệnh nhân. Những việc tuy nhỏ nhặt nhưng mang thật nhiều ý nghĩa.,Trung Tâm Cấp Cứu Bệnh viện Đa khoa Xanh Pôn,5 sao,"2,9",Tốt,1 tháng 1 lần tường barberồiđồng hành cùng bệnh viện cắt tóc miễn phí cho tất cả y bác sỹ và các bệnh nhân. những việc tuyến nhỏ nhặt nhưng mang thật nhiều ý nghĩa.
"Nhân viên tụ tập nói chuyện không chỉ dẫn cho bệnh nhân ,chờ bệnh nhân mở miệng hỏi mới hướng dẫn, tiết kiệm điện quá mức tối thui, thái độ nhân viên thu ngân ngày 27/4/2023 nạt nộ , nói chuyện khó chịu trong khi bệnh viện vắng khách. Bỏ …",Bệnh viện Đa khoa Thăng Hoa,1 sao,"3,0",Tệ,"nhân viên tụ tập nói chuyện không chỉ dẫn cho bệnh nhân ,chờ bệnh nhân mở miệng hỏi mới hướng dẫn, tiết kiệm điện quá mức tối thui, thái độ nhân viên thu ngân ngày 27/4/2023 nạt nộ , nói chuyện khó chịu truyền khi bệnh viện vắng khách. bỏ …"
Anh / chị ơi cho em hỏi khám  bệnh ở đây thì lệ phí hết bao nhiêu ạ,Bệnh Xá Công An Tỉnh Bình Thuận,5 sao,"4,6",Tốt,anh / chị ơi cho em hỏi khám  bệnh ở đây thì lệ phí hết bao nhiêu ạ
Được rồi,Bệnh viện Lao và Bệnh phổi Đắk Lắk,4 sao,"4,0",Tốt,được rồi
"Theo khám ở bệnh viện này từ lúc thai 7 tuần, giờ là hơn 12 tuần, thật sự khá thất vọng và sẽ ko bao giờ quay lại đây nữa, chi phí thì cao mà dịch vụ thì quá tệ. …",Bệnh viện Đa Khoa Mỹ Đức,1 sao,"3,8",Tệ,"theo dõi khám ở bệnh viện này từ lúc thai 7 tuần, giờ là hơn 12 tuần, thật sự khá thất vọng và sẽ không bao giờ quay lại đây nữa, chi phí thì cao huyết áp mà dịch vụ thì quá tệ. …"
Là nơi tin cậy để mọi người khám chữa bệnh,Khoa khám bệnh - Bệnh viện Da Liễu Quy Hoà,5 sao,"3,3",Tốt,là nơi tin cậy để mọi người khám chữa bệnh
"Xét nghiệm lâu la, bác sĩ tư vấn không rõ ràng.",Bệnh viện Đa khoa tỉnh Cao Bằng,2 sao,"3,1",Tệ,"xét nghiệm lâu là, bác sĩ tư vấn không rõ ràng."
"Bệnh viện tư nên bác sĩ, nhân viên nhiệt tình, nói chuyện nhẹ nhàng và lịch sự. Không gian thoáng đãng, view đẹp, mát mẻ vì cây cối rất nhiều, sạch sẽ, không nghe mùi …",Bệnh viện Hoàn Mỹ Đà Lạt,3 sao,"3,5",Trung tính,"bệnh viện tư nên bác sĩ, nhân viên nhiệt tình, nói chuyện nhẹ nhàng và lịch sự. không gian thoáng đãng, view đẹp, mát mẻ vì cây cối rất nhiều, sạch sẽ, không nghe mùi …"
"Bệnh viện Đại học Y Hà Nội là địa chỉ khám chữa bệnh uy tín, trực thuộc Trường Đại học Y Hà Nội. …",Bệnh viện Đại học Y Hà Nội,5 sao,"3,9",Tốt,"bệnh viện đại học y hà nội là địa chỉ khám chữa bệnh uy tín, trực thuộc trường đại học y hà nội. …"
"Thoáng mát, nhưng thiếu căng tin",Khoa Nội Tiết - Bệnh viện tỉnh Cao Bằng,3 sao,"4,0",Trung tính,"thoáng mát, nhưng thiếu căng tin"
Bác sĩ phó khoa nguyễn thị oanh khoa ung biếu 2 không có tâm với người bệnh thấy người bệnh nghèo khó là súi chuyển viện tránh né điều trị. Ai đến khoa ung biếu khám thì chọn bác sĩ khác đừng chọn bs này,Bệnh viện phổi TW (cổng 2),3 sao,"3,5",Trung tính,bác sĩ phó khoa nguyễn thị oanh khoa ung biếu 2 không có tâm với người bệnh thấy người bệnh nghèo khó là súi chuyển viện tránh né điều trị. ai đến khoa ung biếu khám thì chọn bác sĩ khác đừng chọn bác sĩ này
"Bệnh viện đa khoa Quốc Tế Gold Star khang trang, sạch sẽ, trang thiết bị hiện đại. Bộ phận tiếp đón thời gian đầu còn niềm nở, chào hỏi thân thiện, nhưng thái độ ngày càng chán. Nhân viên y tá, bác sĩ thì có người rất vui vẻ, nhiệt tình …",Đa khoa Quốc Tế Gold Star,4 sao,"3,1",Tốt,"bệnh viện đa khoa quốc tế vàng starồikhang trang, sạch sẽ, trang thiết bị hiện đại. bộ phận tiếp đón thời gian đầu còn niềm nở, chào hỏi thân thiện, nhưng thái độ ngày càng chán. nhân viên y tá, bác sĩ thì có người rất vui vẻ, nhiệt tình …"
"Các bác sĩ chuyên môn cao, nói chuyện nhiệt tình, con mình nằm viện ở đây rất tốt, không gian mát mẻ",Bệnh viện Trường Đại học Tây Nguyên,5 sao,"3,7",Tốt,"các bác sĩ chuyên môn cao huyết áp, nói chuyện nhiệt tình, con mình nằm viện ở đây rất tốt, không gian mát mẻ"
Mình cảm thấy may mắn vì đã gặp nhân viên bảo vệ tốt bụng rất nhiệt tình và bảo mình vào trong bệnh viện đợi cho đỡ nắng. Bác sĩ siêu cute 😄 tuy có hơi khó tính nhưng mà mình biết anh ấy muốn hướng đến sự hoàn mỹ cho các bệnh nhân. …,Bệnh viện Đa khoa Hà Thành,5 sao,"2,8",Tốt,mình cảm thấy máy mắn vì đã gặp nhân viên bảo vệ tốt bụng rất nhiệt tình và bảo mình vào truyền bệnh viện đợi cho đỡ nắng. bác sĩ siêu cute 😄 tuyến có hơi khó tính nhưng mà mình biết anh ấy muốn hướng đến sự hoàn mỹ cho các bệnh nhân. …
"Nghe tiếng bv đã lâu nay mới có dịp dẫn người nhà tới khám, rất cảm ơn đội ngũ y bác sĩ không chỉ giỏi chuyên môn mà còn rất thân thiện và tận tâm với mẹ tôi , bệnh nhân đông nhưng thủ tục đăng ký và khám rất nhanh, kỹ càng. Mong bv phát triển hơn nữa trở thành lựa chọn hàng đầu trong lòng bà con trong và ngoài tỉnh",Bệnh viện Mắt Bình Thuận,5 sao,"4,9",Tốt,"nghe tiếng bệnh viện đã lâu nay mới có dịp dẫn người nhà tới khám, rất cảm ơn đội ngũ y bác sĩ không chỉ giỏi chuyên môn mà còn rất thân thiện và tận tâm với mẹ tôi , bệnh nhân đông nhưng thủ tục đăng ký và khám rất nhanh, kỹ càng. mong bệnh viện phát triển hơn nữa trở thành lựa chọn hàng đầu truyền lòng bà con truyền và ngoài tỉnh"
"KHOA NHI ( 25/09/2024 )
Con mình bị sốt co giật thì biết nguy hiểm với 1 đứa nhỏ cỡ nào rồi. Mà vô cấp cứu thì không thấy bóng dáng 1 bác sĩ hay 1 điều dưỡng hay ai ngồi ở đó trực . Dô …",Bệnh viện Nguyễn Tri Phương,1 sao,"2,6",Tệ,"khoa nhi ( 25/09/2024 )
con mình bị sốt có giật thì biết nguy hiểm với 1 đứa nhỏ cỡ nào rồi. mà vô cấp cứu thì không thấy bóng dáng 1 bác sĩ hay 1 điều dưỡng hay ai ngồi ở đó trực . vào …"
"Mình khám sức khoẻ để làm hồ sơ xin việc thì chỗ này khám nhanh, 160k bộ đầu tiên, từ bộ thứ 2 trở đi 10k. Giờ lấy kết quả thì sáng 9h30 chiều 3h30.",Bệnh viện Quận 10,4 sao,"2,5",Tốt,"mình khám sức khỏe để làm hồ sơ xin việc thì chỗ này khám nhanh, 160k bộ đầu tiên, từ bộ thứ 2 trở đi 10k. giờ lấy kết quả thì sáng 9h30 chiều 3h30."
"Chất lượng khám chữa bệnh rất tốt, nhân viên nhiệt tình thân thiện",Bệnh viện Đông Đô,5 sao,"4,7",Tốt,"chất lượng khám chữa bệnh rất tốt, nhân viên nhiệt tình thân thiện"
Đợi lấy kết quả xét nghiệm nhưng mất số tt thật là khổ. Bs nên bấm số tt vào giấy đóng tiền giúp bệnh nhân. Phí 850k/1 người cho xét nghiệm máu.,Viện Sốt Rét Ký Sinh Trùng Côn Trùng Quy Nhơn,5 sao,"3,4",Tốt,đợi lấy kết quả xét nghiệm nhưng mất số tư vấn thật là khổ. bác sĩ nên bấm số tư vấn vào giấy đóng tiền giúp bệnh nhân. phí 850k/1 người cho xét nghiệm máu.
"Bv không còn đặt qua tổng đài 028.1080 mà giờ qua app Tekmedi.
Thứ 7 thì ko đặt app dc tự lên bốc số
Bệnh viện đông mọi người nên đi sớm 5h sáng bốc số khám sớm",Bệnh viện Chợ Rẫy,4 sao,"3,7",Tốt,"bệnh viện không còn đặt qua tổng đài 028.1080 mà giờ qua ứng dụng tekmedi.
thứ 7 thì không đặt ứng dụng dc tự lên bốc số
bệnh viện đông mọi người nên đi sớm 5h sáng bốc số khám sớm"
"Sạch sẽ, nv tư vấn nhanh",Bệnh viện Đa Khoa Sài Gòn Hà Tĩnh,5 sao,"4,5",Tốt,"sạch sẽ, nhân viên tư vấn nhanh"
Khám thì coa loa muốn người đi khám xét nhiệm máu để lấy tiền thôi .,Khoa khám bệnh - Bệnh viện Da Liễu Quy Hoà,1 sao,"3,3",Tệ,khám thì coa loa muốn người đi khám xét nhiệm máu để lấy tiền thôi .
"Thái độ nhân viên y tế rất tệ , nhất là khoa bệnh người cao tuổi . Thời nay bác sĩ y tá như cha mẹ thiên hạ . Ko biết chỉ bệnh viện này như vậy hay tất cả các bệnh viện khác cũng đều như vậy . Nói chung tệ . Tệ",Bệnh viện Y học cổ truyền và Phục hồi chức năng tỉnh Khánh Hòa,1 sao,"4,1",Tệ,"thái độ nhân viên y tế rất tệ , nhất là khoa bệnh người cao huyết áp tuổi . thời nay bác sĩ y tá như cha mẹ thiên hạ . không biết chỉ bệnh viện này như vậyậy hay tất cả các bệnh viện khác cũng đều như vậyậy . nói chung tệ . tệ"
KHÔNG NÊN CÓ QUÁN NHẬU TẠI ĐÂY,Bệnh Viện Lao & Bệnh Phổi Tỉnh Quảng Ngãi,3 sao,"3,1",Trung tính,không nên có quán nhậu tại đây
"Cháu mình sốt làm kinh co giật vô thẳng khoa cấp cứu, y tá ngồi nc rôm rả nhưng bảo mình phải đi bốc số chờ giải quyết cho cháu mình, ác nhân, nếu cần bốc số ngta đã k hớt ha hớt hải vào thẳng khoa cấp cứu như vậy, tệ!!!",Bệnh viện Quận Bình Tân,1 sao,"3,1",Tệ,"cháu mình sốt làm kinh có giật vô thẳng khoa cấp cứu, y tá ngồi nói chuyện rôm rả nhưng bảo mình phải đi bốc số chờ giải quyết cho cháu mình, ác nhân, nếu cần bốc số ngta đã không hớt ha hớt hải vào thẳng khoa cấp cứu như vậyậy, tệ!!!"
"Mình đã quyết định chọn bệnh viện mắt Hà Nội 2 để thăm khám và tiến hành phẫu thuật mắt. Tại đây, bác sĩ và nhân viên y tế đã hướng dẫn mình rất tận tình và chi tiết, giúp mình yên tâm hơn và không còn lo lắng nhiều. Ngoài ra, cơ sở vật …",Bệnh Viện Mắt Hà Nội 2,5 sao,"4,8",Tốt,"mình đã quyết định chọn bệnh viện mắt hà nội 2 để thăm khám và tiến hành phẫu thuật mắt. tại đây, bác sĩ và nhân viên y tế đã hướng dẫn mình rất tận tình và chi tiết, giúp mình yên tâm hơn và không còn lo lắng nhiều. ngoài ra, cơ sở vật …"
"Bệnh viện sạch đẹp, không gian thoáng mát. Đội ngũ bác sĩ và nhân viên, y tá rất tận tình, chu đáo. Rất hài lòng với chất lượng dịch vụ!",Bệnh viện Đa khoa Hồng Ngọc - Phúc Trường Minh,5 sao,"4,2",Tốt,"bệnh viện sạch đẹp, không gian thoáng mát. đội ngũ bác sĩ và nhân viên, y tá rất tận tình, chu đáo. rất hài lòng với chất lượng dịch vụ!"
